dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2002,1.0,2.217563449785514,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2003,1.0,1.825346610673681,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2003,1.0,1.825346610673681,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2003,0.96,2.2060502485613127,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2003,0.96,2.2060502485613127,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2003,0.8933333333333333,2.2367347030416673,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2003,0.9733333333333334,2.2489737055267556,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2004,0.9866666666666667,1.7042063753914622,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2004,1.0,1.8097159572881476,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2004,0.9466666666666667,2.13932518511144,11
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2004,1.0,2.1881724774528544,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2004,0.96,2.205367353365025,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2004,1.0,2.2284270125731562,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2005,0.9733333333333334,1.7059427267805498,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2005,1.0,1.8141753113728278,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2005,0.9466666666666667,2.182080317565618,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2005,1.0,2.2383899647082366,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2005,0.96,2.247423087171296,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2005,1.0,2.254639684905402,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2006,0.8933333333333333,1.7113243017311293,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2006,0.9733333333333334,1.8185764510948719,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2006,0.9333333333333333,2.181523589793402,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2006,0.9733333333333334,2.2211414057960543,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2006,0.92,2.2211414057960543,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2006,0.96,2.2446513755234,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2007,0.9866666666666667,1.8236248216844324,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2007,0.9866666666666667,1.8236248216844324,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2007,0.96,2.1869906913572676,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2007,0.9866666666666667,2.226001289761953,14
