dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2008,0.968,4.9461294129189355,70
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2009,0.916,1.2498512322404036,6
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2009,0.932,2.125813110399911,25
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2009,0.9,1.719936500901328,16
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2009,0.928,2.6737331022440114,35
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2009,0.936,2.470425488090497,31
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2009,0.936,3.399180072911001,49
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2010,0.924,1.2525262147978962,6
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2010,0.948,2.6579661074608265,36
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2010,0.928,2.1293230312659954,24
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2010,0.944,3.1751396192286667,45
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2010,0.936,2.4954340561499295,31
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2010,0.98,5.932027660182366,82
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2011,0.904,1.1930903250727523,5
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2011,0.904,1.724337926298585,17
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2011,0.864,1.4571327376607535,11
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2011,0.964,4.78453786980612,67
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2011,0.892,1.7235378418041336,17
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2011,0.94,3.8703465550357725,54
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2012,0.944,1.4649885759796155,11
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2012,0.932,2.1632903865256328,25
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2012,0.872,1.5647587245197512,13
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2012,0.972,5.004249582362301,74
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2012,0.836,1.5433509911611114,13
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2012,0.936,3.665212650476337,49
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2013,0.9,1.2070973649488779,5
